HHID,tenur,hhinc,nwork,ncars,nchil,hhsiz,true_hhsiz,true_nwork,true_nchil,hhtype,puma,i_age,i_sex,race_,i_eth,i_inc,emply,indus,edu_q,tenur_hhinc_prox,tenur_hhsiz_prox,tenur_prox
74,Rented,>150K,2,1,0,2,2,2,0,MC,2503302,NA,NA,NA,NA,NA,NA,NA,NA,Rented.>150K,Rented.2,Rented
75,Rented,51-75K,2,2+,1,4,4,2,1,MC,2503302,NA,NA,NA,NA,NA,NA,NA,NA,Rented.51-75K,Rented.4,Rented
76,Rented,1-25K,2,2+,1,3,3,2,1,MC,2503302,NA,NA,NA,NA,NA,NA,NA,NA,Rented.<25K,Rented.3,Rented
77,Owned with mortgage or loan,>150K,0,1,0,2,2,0,0,MC,2503302,NA,NA,NA,NA,NA,NA,NA,NA,Owned.>150K,Owned.2,Owned
78,Rented,>150K,2,1,0,2,2,2,0,MC,2503302,NA,NA,NA,NA,NA,NA,NA,NA,Rented.>150K,Rented.2,Rented
79,Rented,>150K,2,1,0,2,2,2,0,MC,2503302,NA,NA,NA,NA,NA,NA,NA,NA,Rented.>150K,Rented.2,Rented
80,Rented,26-50K,2,0,3+,5,5,2,3,MC,2503302,NA,NA,NA,NA,NA,NA,NA,NA,Rented.26-50K,Rented.5,Rented
81,Owned free and clear,>150K,0,0,0,2,2,0,0,MC,2503302,NA,NA,NA,NA,NA,NA,NA,NA,Owned.>150K,Owned.2,Owned
82,Owned with mortgage or loan,51-75K,3+,1,1,4,4,3,1,MC,2503302,NA,NA,NA,NA,NA,NA,NA,NA,Owned.51-75K,Owned.4,Owned
83,Rented,26-50K,1,0,3+,5,5,1,3,MC,2503302,NA,NA,NA,NA,NA,NA,NA,NA,Rented.26-50K,Rented.5,Rented
84,Owned with mortgage or loan,>150K,2,2+,0,3,3,2,0,MC,2503302,NA,NA,NA,NA,NA,NA,NA,NA,Owned.>150K,Owned.3,Owned
85,Owned with mortgage or loan,>150K,2,2+,0,2,2,2,0,MC,2503302,NA,NA,NA,NA,NA,NA,NA,NA,Owned.>150K,Owned.2,Owned
86,Owned with mortgage or loan,>150K,2,2+,1,3,3,2,1,MC,2503302,NA,NA,NA,NA,NA,NA,NA,NA,Owned.>150K,Owned.3,Owned
87,Owned with mortgage or loan,>150K,2,2+,0,2,2,2,0,MC,2503302,NA,NA,NA,NA,NA,NA,NA,NA,Owned.>150K,Owned.2,Owned
88,Owned free and clear,>150K,1,2+,0,2,2,1,0,MC,2503302,NA,NA,NA,NA,NA,NA,NA,NA,Owned.>150K,Owned.2,Owned
89,Owned free and clear,>150K,1,2+,0,2,2,1,0,MC,2503302,NA,NA,NA,NA,NA,NA,NA,NA,Owned.>150K,Owned.2,Owned
90,Rented,>150K,2,1,1,3,3,2,1,MC,2503302,NA,NA,NA,NA,NA,NA,NA,NA,Rented.>150K,Rented.3,Rented
91,Owned free and clear,51-75K,2,1,0,2,2,2,0,MC,2503302,NA,NA,NA,NA,NA,NA,NA,NA,Owned.51-75K,Owned.2,Owned
92,Owned free and clear,>150K,0,1,0,2,2,0,0,MC,2503302,NA,NA,NA,NA,NA,NA,NA,NA,Owned.>150K,Owned.2,Owned
93,Owned with mortgage or loan,>150K,2,1,3+,5,5,2,3,MC,2503302,NA,NA,NA,NA,NA,NA,NA,NA,Owned.>150K,Owned.5,Owned
94,Rented,>150K,1,1,0,2,2,1,0,MC,2503302,NA,NA,NA,NA,NA,NA,NA,NA,Rented.>150K,Rented.2,Rented
95,Rented,101-150K,2,0,0,2,2,2,0,MC,2503302,NA,NA,NA,NA,NA,NA,NA,NA,Rented.101-150K,Rented.2,Rented
96,Owned free and clear,>150K,1,1,0,2,2,1,0,MC,2503302,NA,NA,NA,NA,NA,NA,NA,NA,Owned.>150K,Owned.2,Owned
97,Owned with mortgage or loan,>150K,2,1,1,3,3,2,1,MC,2503302,NA,NA,NA,NA,NA,NA,NA,NA,Owned.>150K,Owned.3,Owned
98,Rented,101-150K,1,1,0,3,3,1,0,MC,2503302,NA,NA,NA,NA,NA,NA,NA,NA,Rented.101-150K,Rented.3,Rented
99,Owned free and clear,1-25K,1,1,0,2,2,1,0,MC,2503302,NA,NA,NA,NA,NA,NA,NA,NA,Owned.<25K,Owned.2,Owned
100,Rented,1-25K,1,1,1,3,3,1,1,MC,2503302,NA,NA,NA,NA,NA,NA,NA,NA,Rented.<25K,Rented.3,Rented
101,Rented,>150K,2,1,0,2,2,2,0,MC,2503302,NA,NA,NA,NA,NA,NA,NA,NA,Rented.>150K,Rented.2,Rented
102,Owned with mortgage or loan,51-75K,0,0,0,2,2,0,0,MC,2503302,NA,NA,NA,NA,NA,NA,NA,NA,Owned.51-75K,Owned.2,Owned
103,Rented,26-50K,1,1,2+,4,4,1,2,MC,2503302,NA,NA,NA,NA,NA,NA,NA,NA,Rented.26-50K,Rented.4,Rented
104,Owned free and clear,>150K,2,2+,0,2,2,2,0,MC,2503302,NA,NA,NA,NA,NA,NA,NA,NA,Owned.>150K,Owned.2,Owned
105,Owned with mortgage or loan,>150K,2,2+,0,2,2,2,0,MC,2503302,NA,NA,NA,NA,NA,NA,NA,NA,Owned.>150K,Owned.2,Owned
106,Rented,76-100K,2,1,0,2,2,2,0,MC,2503302,NA,NA,NA,NA,NA,NA,NA,NA,Rented.76-100K,Rented.2,Rented
107,Rented,>150K,2,1,0,2,2,2,0,MC,2503302,NA,NA,NA,NA,NA,NA,NA,NA,Rented.>150K,Rented.2,Rented
108,Rented,26-50K,2,1,2+,4,4,2,2,MC,2503302,NA,NA,NA,NA,NA,NA,NA,NA,Rented.26-50K,Rented.4,Rented
109,Owned with mortgage or loan,>150K,1,1,0,2,2,1,0,MC,2503302,NA,NA,NA,NA,NA,NA,NA,NA,Owned.>150K,Owned.2,Owned
110,Rented,>150K,1,1,1,3,3,1,1,MC,2503302,NA,NA,NA,NA,NA,NA,NA,NA,Rented.>150K,Rented.3,Rented
111,Owned free and clear,>150K,2,1,0,2,2,2,0,MC,2503302,NA,NA,NA,NA,NA,NA,NA,NA,Owned.>150K,Owned.2,Owned
112,Rented,101-150K,2,1,2+,4,4,2,2,MC,2503302,NA,NA,NA,NA,NA,NA,NA,NA,Rented.101-150K,Rented.4,Rented
113,Rented,>150K,1,0,0,2,2,1,0,MC,2503302,NA,NA,NA,NA,NA,NA,NA,NA,Rented.>150K,Rented.2,Rented
114,Rented,>150K,0,0,0,2,2,0,0,MC,2503302,NA,NA,NA,NA,NA,NA,NA,NA,Rented.>150K,Rented.2,Rented
115,Owned free and clear,>150K,1,1,0,2,2,1,0,MC,2503302,NA,NA,NA,NA,NA,NA,NA,NA,Owned.>150K,Owned.2,Owned
116,Rented,101-150K,2,1,0,2,2,2,0,MC,2503302,NA,NA,NA,NA,NA,NA,NA,NA,Rented.101-150K,Rented.2,Rented
117,Owned free and clear,>150K,2,2+,0,6+,8,2,0,MC,2503302,NA,NA,NA,NA,NA,NA,NA,NA,Owned.>150K,Owned.6+,Owned
118,Rented,101-150K,2,1,1,3,3,2,1,MC,2503302,NA,NA,NA,NA,NA,NA,NA,NA,Rented.101-150K,Rented.3,Rented
119,Rented,>150K,2,0,0,2,2,2,0,MC,2503302,NA,NA,NA,NA,NA,NA,NA,NA,Rented.>150K,Rented.2,Rented
120,Rented,26-50K,2,2+,0,6+,8,2,0,MC,2503302,NA,NA,NA,NA,NA,NA,NA,NA,Rented.26-50K,Rented.6+,Rented
121,Owned with mortgage or loan,>150K,2,2+,2+,4,4,2,2,MC,2503302,NA,NA,NA,NA,NA,NA,NA,NA,Owned.>150K,Owned.4,Owned
122,Rented,101-150K,2,1,1,3,3,2,1,MC,2503302,NA,NA,NA,NA,NA,NA,NA,NA,Rented.101-150K,Rented.3,Rented
123,Rented,>150K,2,1,1,3,3,2,1,MC,2503302,NA,NA,NA,NA,NA,NA,NA,NA,Rented.>150K,Rented.3,Rented
124,Owned with mortgage or loan,1-25K,1,2+,0,2,2,1,0,MC,2503302,NA,NA,NA,NA,NA,NA,NA,NA,Owned.<25K,Owned.2,Owned
125,Owned with mortgage or loan,76-100K,1,1,0,2,2,1,0,MC,2503302,NA,NA,NA,NA,NA,NA,NA,NA,Owned.76-100K,Owned.2,Owned
126,Rented,101-150K,2,1,1,3,3,2,1,MC,2503302,NA,NA,NA,NA,NA,NA,NA,NA,Rented.101-150K,Rented.3,Rented
127,Rented,101-150K,2,2+,0,2,2,2,0,MC,2503302,NA,NA,NA,NA,NA,NA,NA,NA,Rented.101-150K,Rented.2,Rented
128,Rented,>150K,2,0,2+,4,4,2,2,MC,2503302,NA,NA,NA,NA,NA,NA,NA,NA,Rented.>150K,Rented.4,Rented
129,Owned free and clear,>150K,2,1,2+,4,4,2,2,MC,2503302,NA,NA,NA,NA,NA,NA,NA,NA,Owned.>150K,Owned.4,Owned
130,Rented,101-150K,3+,0,0,4,4,4,0,MC,2503302,NA,NA,NA,NA,NA,NA,NA,NA,Rented.101-150K,Rented.4,Rented
131,Rented,26-50K,3+,0,0,6+,7,3,0,MC,2503302,NA,NA,NA,NA,NA,NA,NA,NA,Rented.26-50K,Rented.6+,Rented
132,Rented,76-100K,2,1,0,2,2,2,0,MC,2503302,NA,NA,NA,NA,NA,NA,NA,NA,Rented.76-100K,Rented.2,Rented
133,Owned with mortgage or loan,>150K,2,1,1,3,3,2,1,MC,2503302,NA,NA,NA,NA,NA,NA,NA,NA,Owned.>150K,Owned.3,Owned
134,Owned free and clear,>150K,0,2+,0,2,2,0,0,MC,2503302,NA,NA,NA,NA,NA,NA,NA,NA,Owned.>150K,Owned.2,Owned
135,Owned free and clear,>150K,2,1,2+,4,4,2,2,MC,2503302,NA,NA,NA,NA,NA,NA,NA,NA,Owned.>150K,Owned.4,Owned
136,Rented,101-150K,3+,0,0,4,4,4,0,MC,2503302,NA,NA,NA,NA,NA,NA,NA,NA,Rented.101-150K,Rented.4,Rented
137,Rented,>150K,2,1,0,2,2,2,0,MC,2503302,NA,NA,NA,NA,NA,NA,NA,NA,Rented.>150K,Rented.2,Rented
138,Rented,26-50K,0,1,0,2,2,0,0,MC,2503302,NA,NA,NA,NA,NA,NA,NA,NA,Rented.26-50K,Rented.2,Rented
139,Rented,>150K,1,1,1,3,3,1,1,MC,2503302,NA,NA,NA,NA,NA,NA,NA,NA,Rented.>150K,Rented.3,Rented
140,Owned with mortgage or loan,101-150K,2,2+,0,2,2,2,0,MC,2503302,NA,NA,NA,NA,NA,NA,NA,NA,Owned.101-150K,Owned.2,Owned
141,Rented,101-150K,2,0,0,2,2,2,0,MC,2503302,NA,NA,NA,NA,NA,NA,NA,NA,Rented.101-150K,Rented.2,Rented
142,Owned with mortgage or loan,>150K,2,2+,2+,4,4,2,2,MC,2503302,NA,NA,NA,NA,NA,NA,NA,NA,Owned.>150K,Owned.4,Owned
143,Owned with mortgage or loan,>150K,1,2+,0,3,3,1,0,MC,2503302,NA,NA,NA,NA,NA,NA,NA,NA,Owned.>150K,Owned.3,Owned
144,Rented,1-25K,1,0,2+,4,4,1,2,MC,2503302,NA,NA,NA,NA,NA,NA,NA,NA,Rented.<25K,Rented.4,Rented
145,Rented,>150K,2,1,0,2,2,2,0,MC,2503302,NA,NA,NA,NA,NA,NA,NA,NA,Rented.>150K,Rented.2,Rented
146,Rented,>150K,1,1,0,2,2,1,0,MC,2503302,NA,NA,NA,NA,NA,NA,NA,NA,Rented.>150K,Rented.2,Rented
147,Rented,>150K,2,1,2+,4,4,2,2,MC,2503302,NA,NA,NA,NA,NA,NA,NA,NA,Rented.>150K,Rented.4,Rented
148,Rented,>150K,2,0,0,2,2,2,0,MC,2503302,NA,NA,NA,NA,NA,NA,NA,NA,Rented.>150K,Rented.2,Rented
149,Rented,>150K,2,0,0,2,2,2,0,MC,2503302,NA,NA,NA,NA,NA,NA,NA,NA,Rented.>150K,Rented.2,Rented
150,Rented,>150K,2,0,0,2,2,2,0,MC,2503302,NA,NA,NA,NA,NA,NA,NA,NA,Rented.>150K,Rented.2,Rented
151,Owned with mortgage or loan,>150K,2,2+,0,2,2,2,0,MC,2503302,NA,NA,NA,NA,NA,NA,NA,NA,Owned.>150K,Owned.2,Owned
152,Owned free and clear,>150K,3+,2+,1,6+,6,4,1,MC,2503302,NA,NA,NA,NA,NA,NA,NA,NA,Owned.>150K,Owned.6+,Owned
153,Rented,101-150K,3+,0,0,4,4,4,0,MC,2503302,NA,NA,NA,NA,NA,NA,NA,NA,Rented.101-150K,Rented.4,Rented
154,Owned with mortgage or loan,>150K,1,1,0,2,2,1,0,MC,2503302,NA,NA,NA,NA,NA,NA,NA,NA,Owned.>150K,Owned.2,Owned
155,Owned with mortgage or loan,>150K,2,1,1,3,3,2,1,MC,2503302,NA,NA,NA,NA,NA,NA,NA,NA,Owned.>150K,Owned.3,Owned
156,Owned free and clear,101-150K,1,0,0,2,2,1,0,MC,2503302,NA,NA,NA,NA,NA,NA,NA,NA,Owned.101-150K,Owned.2,Owned
157,Rented,>150K,2,1,2+,4,4,2,2,MC,2503302,NA,NA,NA,NA,NA,NA,NA,NA,Rented.>150K,Rented.4,Rented
158,Rented,>150K,1,2+,0,2,2,1,0,MC,2503302,NA,NA,NA,NA,NA,NA,NA,NA,Rented.>150K,Rented.2,Rented
159,Owned with mortgage or loan,>150K,1,2+,3+,6+,7,1,3,MC,2503302,NA,NA,NA,NA,NA,NA,NA,NA,Owned.>150K,Owned.6+,Owned
160,Rented,26-50K,2,0,3+,5,5,2,3,MC,2503302,NA,NA,NA,NA,NA,NA,NA,NA,Rented.26-50K,Rented.5,Rented
161,Rented,>150K,2,1,0,2,2,2,0,MC,2503302,NA,NA,NA,NA,NA,NA,NA,NA,Rented.>150K,Rented.2,Rented
162,Rented,51-75K,3+,0,0,3,3,3,0,MC,2503302,NA,NA,NA,NA,NA,NA,NA,NA,Rented.51-75K,Rented.3,Rented
163,Owned with mortgage or loan,>150K,2,1,1,3,3,2,1,MC,2503302,NA,NA,NA,NA,NA,NA,NA,NA,Owned.>150K,Owned.3,Owned
164,Rented,101-150K,3+,2+,0,3,3,3,0,MC,2503302,NA,NA,NA,NA,NA,NA,NA,NA,Rented.101-150K,Rented.3,Rented
165,Owned with mortgage or loan,>150K,2,1,1,3,3,2,1,MC,2503302,NA,NA,NA,NA,NA,NA,NA,NA,Owned.>150K,Owned.3,Owned
166,Owned free and clear,>150K,2,1,0,2,2,2,0,MC,2503302,NA,NA,NA,NA,NA,NA,NA,NA,Owned.>150K,Owned.2,Owned
167,Rented,101-150K,2,1,0,3,3,2,0,MC,2503302,NA,NA,NA,NA,NA,NA,NA,NA,Rented.101-150K,Rented.3,Rented
168,Owned free and clear,1-25K,0,1,0,2,2,0,0,MC,2503302,NA,NA,NA,NA,NA,NA,NA,NA,Owned.<25K,Owned.2,Owned
169,Owned with mortgage or loan,>150K,2,2+,2+,4,4,2,2,MC,2503302,NA,NA,NA,NA,NA,NA,NA,NA,Owned.>150K,Owned.4,Owned
170,Rented,26-50K,3+,1,2+,6+,7,4,2,MC,2503302,NA,NA,NA,NA,NA,NA,NA,NA,Rented.26-50K,Rented.6+,Rented
171,Owned with mortgage or loan,51-75K,2,2+,0,6+,7,2,0,MC,2503302,NA,NA,NA,NA,NA,NA,NA,NA,Owned.51-75K,Owned.6+,Owned
172,Rented,>150K,2,1,1,3,3,2,1,MC,2503302,NA,NA,NA,NA,NA,NA,NA,NA,Rented.>150K,Rented.3,Rented
173,Owned with mortgage or loan,>150K,1,2+,0,2,2,1,0,MC,2503302,NA,NA,NA,NA,NA,NA,NA,NA,Owned.>150K,Owned.2,Owned
174,Rented,>150K,2,1,0,2,2,2,0,MC,2503302,NA,NA,NA,NA,NA,NA,NA,NA,Rented.>150K,Rented.2,Rented
175,Owned with mortgage or loan,>150K,2,2+,0,2,2,2,0,MC,2503302,NA,NA,NA,NA,NA,NA,NA,NA,Owned.>150K,Owned.2,Owned
176,Owned with mortgage or loan,>150K,2,1,0,3,3,2,0,MC,2503302,NA,NA,NA,NA,NA,NA,NA,NA,Owned.>150K,Owned.3,Owned
177,Rented,>150K,1,1,0,2,2,1,0,MC,2503302,NA,NA,NA,NA,NA,NA,NA,NA,Rented.>150K,Rented.2,Rented
