HHID,tenur,hhinc,nwork,ncars,nchil,hhsiz,true_hhsiz,true_nwork,true_nchil,hhtype,puma,i_age,i_sex,race_,i_eth,i_inc,emply,indus,edu_q,tenur_hhinc_prox,tenur_hhsiz_prox,tenur_prox
23,Owned free and clear,76-100K,0,2+,0,2,2,0,0,MC,1300100,NA,NA,NA,NA,NA,NA,NA,NA,Owned.76-100K,Owned.2,Owned
24,Owned free and clear,101-150K,0,2+,0,2,2,0,0,MC,1300100,NA,NA,NA,NA,NA,NA,NA,NA,Owned.101-150K,Owned.2,Owned
25,Rented,51-75K,2,2+,0,2,2,2,0,MC,1300100,NA,NA,NA,NA,NA,NA,NA,NA,Rented.51-75K,Rented.2,Rented
26,Rented,51-75K,2,2+,3+,5,5,2,3,MC,1300100,NA,NA,NA,NA,NA,NA,NA,NA,Rented.51-75K,Rented.5,Rented
27,Owned with mortgage or loan,76-100K,2,2+,0,2,2,2,0,MC,1300100,NA,NA,NA,NA,NA,NA,NA,NA,Owned.76-100K,Owned.2,Owned
28,Owned with mortgage or loan,76-100K,3+,2+,1,5,5,4,1,MC,1300100,NA,NA,NA,NA,NA,NA,NA,NA,Owned.76-100K,Owned.5,Owned
29,Owned with mortgage or loan,>150K,2,2+,1,3,3,2,1,MC,1300100,NA,NA,NA,NA,NA,NA,NA,NA,Owned.>150K,Owned.3,Owned
30,Owned with mortgage or loan,76-100K,2,2+,0,2,2,2,0,MC,1300100,NA,NA,NA,NA,NA,NA,NA,NA,Owned.76-100K,Owned.2,Owned
31,Owned with mortgage or loan,>150K,3+,2+,3+,6+,7,3,3,MC,1300100,NA,NA,NA,NA,NA,NA,NA,NA,Owned.>150K,Owned.6+,Owned
32,Owned free and clear,1-25K,0,2+,0,2,2,0,0,MC,1300100,NA,NA,NA,NA,NA,NA,NA,NA,Owned.<25K,Owned.2,Owned
33,Owned with mortgage or loan,26-50K,1,2+,2+,4,4,1,2,MC,1300100,NA,NA,NA,NA,NA,NA,NA,NA,Owned.26-50K,Owned.4,Owned
34,Rented,51-75K,2,2+,3+,5,5,2,3,MC,1300100,NA,NA,NA,NA,NA,NA,NA,NA,Rented.51-75K,Rented.5,Rented
35,Owned with mortgage or loan,>150K,2,2+,0,2,2,2,0,MC,1300100,NA,NA,NA,NA,NA,NA,NA,NA,Owned.>150K,Owned.2,Owned
36,Owned with mortgage or loan,>150K,2,2+,1,3,3,2,1,MC,1300100,NA,NA,NA,NA,NA,NA,NA,NA,Owned.>150K,Owned.3,Owned
37,Owned free and clear,26-50K,0,1,0,2,2,0,0,MC,1300100,NA,NA,NA,NA,NA,NA,NA,NA,Owned.26-50K,Owned.2,Owned
38,Owned with mortgage or loan,51-75K,1,2+,3+,6+,7,1,4,MC,1300100,NA,NA,NA,NA,NA,NA,NA,NA,Owned.51-75K,Owned.6+,Owned
39,Owned free and clear,101-150K,1,2+,0,3,3,1,0,MC,1300100,NA,NA,NA,NA,NA,NA,NA,NA,Owned.101-150K,Owned.3,Owned
40,Owned free and clear,101-150K,1,1,0,4,4,1,0,MC,1300100,NA,NA,NA,NA,NA,NA,NA,NA,Owned.101-150K,Owned.4,Owned
41,Owned with mortgage or loan,51-75K,1,2+,1,3,3,1,1,MC,1300100,NA,NA,NA,NA,NA,NA,NA,NA,Owned.51-75K,Owned.3,Owned
42,Owned free and clear,101-150K,0,2+,0,2,2,0,0,MC,1300100,NA,NA,NA,NA,NA,NA,NA,NA,Owned.101-150K,Owned.2,Owned
43,Owned with mortgage or loan,26-50K,1,2+,0,3,3,1,0,MC,1300100,NA,NA,NA,NA,NA,NA,NA,NA,Owned.26-50K,Owned.3,Owned
44,Owned free and clear,101-150K,0,2+,0,2,2,0,0,MC,1300100,NA,NA,NA,NA,NA,NA,NA,NA,Owned.101-150K,Owned.2,Owned
45,Rented,51-75K,2,2+,0,2,2,2,0,MC,1300100,NA,NA,NA,NA,NA,NA,NA,NA,Rented.51-75K,Rented.2,Rented
46,Owned with mortgage or loan,51-75K,1,2+,0,3,3,1,0,MC,1300100,NA,NA,NA,NA,NA,NA,NA,NA,Owned.51-75K,Owned.3,Owned
47,Owned with mortgage or loan,>150K,1,2+,0,2,2,1,0,MC,1300100,NA,NA,NA,NA,NA,NA,NA,NA,Owned.>150K,Owned.2,Owned
48,Owned with mortgage or loan,101-150K,1,2+,0,2,2,1,0,MC,1300100,NA,NA,NA,NA,NA,NA,NA,NA,Owned.101-150K,Owned.2,Owned
49,Owned free and clear,26-50K,1,2+,2+,4,4,1,2,MC,1300100,NA,NA,NA,NA,NA,NA,NA,NA,Owned.26-50K,Owned.4,Owned
50,Owned free and clear,101-150K,0,2+,0,2,2,0,0,MC,1300100,NA,NA,NA,NA,NA,NA,NA,NA,Owned.101-150K,Owned.2,Owned
51,Owned with mortgage or loan,>150K,1,2+,0,2,2,1,0,MC,1300100,NA,NA,NA,NA,NA,NA,NA,NA,Owned.>150K,Owned.2,Owned
52,Owned free and clear,76-100K,0,2+,0,2,2,0,0,MC,1300100,NA,NA,NA,NA,NA,NA,NA,NA,Owned.76-100K,Owned.2,Owned
53,Owned free and clear,101-150K,2,2+,0,4,4,2,0,MC,1300100,NA,NA,NA,NA,NA,NA,NA,NA,Owned.101-150K,Owned.4,Owned
54,Owned with mortgage or loan,76-100K,1,2+,0,3,3,1,0,MC,1300100,NA,NA,NA,NA,NA,NA,NA,NA,Owned.76-100K,Owned.3,Owned
55,Owned with mortgage or loan,51-75K,1,2+,2+,4,4,1,2,MC,1300100,NA,NA,NA,NA,NA,NA,NA,NA,Owned.51-75K,Owned.4,Owned
56,Owned free and clear,101-150K,3+,2+,0,4,4,3,0,MC,1300100,NA,NA,NA,NA,NA,NA,NA,NA,Owned.101-150K,Owned.4,Owned
57,Owned free and clear,76-100K,2,2+,2+,4,4,2,2,MC,1300100,NA,NA,NA,NA,NA,NA,NA,NA,Owned.76-100K,Owned.4,Owned
58,Owned free and clear,51-75K,1,1,0,2,2,1,0,MC,1300100,NA,NA,NA,NA,NA,NA,NA,NA,Owned.51-75K,Owned.2,Owned
59,Owned free and clear,>150K,1,2+,0,2,2,1,0,MC,1300100,NA,NA,NA,NA,NA,NA,NA,NA,Owned.>150K,Owned.2,Owned
60,Owned free and clear,76-100K,2,2+,0,2,2,2,0,MC,1300100,NA,NA,NA,NA,NA,NA,NA,NA,Owned.76-100K,Owned.2,Owned
61,Rented,1-25K,1,0,3+,6+,8,1,3,MC,1300100,NA,NA,NA,NA,NA,NA,NA,NA,Rented.<25K,Rented.6+,Rented
62,Owned with mortgage or loan,101-150K,2,2+,1,3,3,2,1,MC,1300100,NA,NA,NA,NA,NA,NA,NA,NA,Owned.101-150K,Owned.3,Owned
63,Owned with mortgage or loan,>150K,3+,2+,0,4,4,3,0,MC,1300100,NA,NA,NA,NA,NA,NA,NA,NA,Owned.>150K,Owned.4,Owned
64,Rented,>150K,2,2+,0,2,2,2,0,MC,1300100,NA,NA,NA,NA,NA,NA,NA,NA,Rented.>150K,Rented.2,Rented
65,Owned free and clear,>150K,3+,2+,1,4,4,3,1,MC,1300100,NA,NA,NA,NA,NA,NA,NA,NA,Owned.>150K,Owned.4,Owned
66,Owned free and clear,>150K,0,2+,0,2,2,0,0,MC,1300100,NA,NA,NA,NA,NA,NA,NA,NA,Owned.>150K,Owned.2,Owned
67,Owned with mortgage or loan,51-75K,1,2+,2+,4,4,1,2,MC,1300100,NA,NA,NA,NA,NA,NA,NA,NA,Owned.51-75K,Owned.4,Owned
68,Owned free and clear,51-75K,1,2+,0,2,2,1,0,MC,1300100,NA,NA,NA,NA,NA,NA,NA,NA,Owned.51-75K,Owned.2,Owned
69,Owned free and clear,101-150K,1,2+,0,2,2,1,0,MC,1300100,NA,NA,NA,NA,NA,NA,NA,NA,Owned.101-150K,Owned.2,Owned
70,Rented,1-25K,1,1,1,3,3,1,1,MC,1300100,NA,NA,NA,NA,NA,NA,NA,NA,Rented.<25K,Rented.3,Rented
71,Owned free and clear,1-25K,0,2+,0,2,2,0,0,MC,1300100,NA,NA,NA,NA,NA,NA,NA,NA,Owned.<25K,Owned.2,Owned
72,Owned free and clear,51-75K,1,2+,1,3,3,1,1,MC,1300100,NA,NA,NA,NA,NA,NA,NA,NA,Owned.51-75K,Owned.3,Owned
73,Owned with mortgage or loan,76-100K,0,2+,0,2,2,0,0,MC,1300100,NA,NA,NA,NA,NA,NA,NA,NA,Owned.76-100K,Owned.2,Owned
74,Owned with mortgage or loan,>150K,1,2+,0,2,2,1,0,MC,1300100,NA,NA,NA,NA,NA,NA,NA,NA,Owned.>150K,Owned.2,Owned
75,Owned with mortgage or loan,>150K,2,2+,0,2,2,2,0,MC,1300100,NA,NA,NA,NA,NA,NA,NA,NA,Owned.>150K,Owned.2,Owned
76,Owned with mortgage or loan,>150K,1,2+,0,2,2,1,0,MC,1300100,NA,NA,NA,NA,NA,NA,NA,NA,Owned.>150K,Owned.2,Owned
77,Owned with mortgage or loan,101-150K,2,2+,3+,5,5,2,3,MC,1300100,NA,NA,NA,NA,NA,NA,NA,NA,Owned.101-150K,Owned.5,Owned
78,Rented,76-100K,2,2+,0,3,3,2,0,MC,1300100,NA,NA,NA,NA,NA,NA,NA,NA,Rented.76-100K,Rented.3,Rented
79,Owned with mortgage or loan,76-100K,3+,2+,0,5,5,4,0,MC,1300100,NA,NA,NA,NA,NA,NA,NA,NA,Owned.76-100K,Owned.5,Owned
80,Owned with mortgage or loan,76-100K,2,2+,0,2,2,2,0,MC,1300100,NA,NA,NA,NA,NA,NA,NA,NA,Owned.76-100K,Owned.2,Owned
81,Owned with mortgage or loan,51-75K,1,2+,1,3,3,1,1,MC,1300100,NA,NA,NA,NA,NA,NA,NA,NA,Owned.51-75K,Owned.3,Owned
82,Owned free and clear,>150K,0,1,0,2,2,0,0,MC,1300100,NA,NA,NA,NA,NA,NA,NA,NA,Owned.>150K,Owned.2,Owned
83,Owned with mortgage or loan,101-150K,2,2+,1,3,3,2,1,MC,1300100,NA,NA,NA,NA,NA,NA,NA,NA,Owned.101-150K,Owned.3,Owned
84,Owned with mortgage or loan,51-75K,0,2+,0,2,2,0,0,MC,1300100,NA,NA,NA,NA,NA,NA,NA,NA,Owned.51-75K,Owned.2,Owned
85,Owned with mortgage or loan,101-150K,2,2+,0,4,4,2,0,MC,1300100,NA,NA,NA,NA,NA,NA,NA,NA,Owned.101-150K,Owned.4,Owned
86,Owned free and clear,76-100K,3+,1,0,4,4,3,0,MC,1300100,NA,NA,NA,NA,NA,NA,NA,NA,Owned.76-100K,Owned.4,Owned
87,Owned free and clear,76-100K,1,2+,0,3,3,1,0,MC,1300100,NA,NA,NA,NA,NA,NA,NA,NA,Owned.76-100K,Owned.3,Owned
88,Rented,26-50K,1,1,2+,4,4,1,2,MC,1300100,NA,NA,NA,NA,NA,NA,NA,NA,Rented.26-50K,Rented.4,Rented
89,Owned with mortgage or loan,76-100K,2,2+,0,2,2,2,0,MC,1300100,NA,NA,NA,NA,NA,NA,NA,NA,Owned.76-100K,Owned.2,Owned
90,Owned with mortgage or loan,76-100K,2,2+,0,2,2,2,0,MC,1300100,NA,NA,NA,NA,NA,NA,NA,NA,Owned.76-100K,Owned.2,Owned
91,Owned with mortgage or loan,1-25K,2,2+,2+,4,4,2,2,MC,1300100,NA,NA,NA,NA,NA,NA,NA,NA,Owned.<25K,Owned.4,Owned
92,Owned free and clear,26-50K,2,2+,2+,4,4,2,2,MC,1300100,NA,NA,NA,NA,NA,NA,NA,NA,Owned.26-50K,Owned.4,Owned
93,Owned with mortgage or loan,76-100K,2,2+,1,3,3,2,1,MC,1300100,NA,NA,NA,NA,NA,NA,NA,NA,Owned.76-100K,Owned.3,Owned
94,Owned with mortgage or loan,51-75K,1,2+,0,3,3,1,0,MC,1300100,NA,NA,NA,NA,NA,NA,NA,NA,Owned.51-75K,Owned.3,Owned
95,Owned with mortgage or loan,101-150K,1,2+,0,3,3,1,0,MC,1300100,NA,NA,NA,NA,NA,NA,NA,NA,Owned.101-150K,Owned.3,Owned
96,Owned free and clear,26-50K,0,2+,0,2,2,0,0,MC,1300100,NA,NA,NA,NA,NA,NA,NA,NA,Owned.26-50K,Owned.2,Owned
97,Owned free and clear,101-150K,1,1,0,2,2,1,0,MC,1300100,NA,NA,NA,NA,NA,NA,NA,NA,Owned.101-150K,Owned.2,Owned
98,Owned with mortgage or loan,101-150K,2,2+,0,4,4,2,0,MC,1300100,NA,NA,NA,NA,NA,NA,NA,NA,Owned.101-150K,Owned.4,Owned
99,Owned free and clear,101-150K,0,1,0,2,2,0,0,MC,1300100,NA,NA,NA,NA,NA,NA,NA,NA,Owned.101-150K,Owned.2,Owned
100,Owned free and clear,26-50K,2,2+,2+,4,4,2,2,MC,1300100,NA,NA,NA,NA,NA,NA,NA,NA,Owned.26-50K,Owned.4,Owned
101,Owned with mortgage or loan,76-100K,3+,2+,0,4,4,3,0,MC,1300100,NA,NA,NA,NA,NA,NA,NA,NA,Owned.76-100K,Owned.4,Owned
102,Owned with mortgage or loan,101-150K,2,2+,0,2,2,2,0,MC,1300100,NA,NA,NA,NA,NA,NA,NA,NA,Owned.101-150K,Owned.2,Owned
103,Owned with mortgage or loan,76-100K,2,2+,0,2,2,2,0,MC,1300100,NA,NA,NA,NA,NA,NA,NA,NA,Owned.76-100K,Owned.2,Owned
104,Owned with mortgage or loan,101-150K,2,2+,2+,4,4,2,2,MC,1300100,NA,NA,NA,NA,NA,NA,NA,NA,Owned.101-150K,Owned.4,Owned
105,Rented,76-100K,1,2+,1,3,3,1,1,MC,1300100,NA,NA,NA,NA,NA,NA,NA,NA,Rented.76-100K,Rented.3,Rented
106,Owned with mortgage or loan,51-75K,3+,2+,1,4,4,3,1,MC,1300100,NA,NA,NA,NA,NA,NA,NA,NA,Owned.51-75K,Owned.4,Owned
107,Owned with mortgage or loan,51-75K,2,1,2+,4,4,2,2,MC,1300100,NA,NA,NA,NA,NA,NA,NA,NA,Owned.51-75K,Owned.4,Owned
108,Owned with mortgage or loan,76-100K,2,2+,2+,4,4,2,2,MC,1300100,NA,NA,NA,NA,NA,NA,NA,NA,Owned.76-100K,Owned.4,Owned
109,Owned free and clear,>150K,1,2+,0,2,2,1,0,MC,1300100,NA,NA,NA,NA,NA,NA,NA,NA,Owned.>150K,Owned.2,Owned
110,Owned with mortgage or loan,76-100K,2,2+,0,2,2,2,0,MC,1300100,NA,NA,NA,NA,NA,NA,NA,NA,Owned.76-100K,Owned.2,Owned
111,Owned with mortgage or loan,76-100K,3+,2+,0,4,4,3,0,MC,1300100,NA,NA,NA,NA,NA,NA,NA,NA,Owned.76-100K,Owned.4,Owned
112,Owned free and clear,101-150K,1,2+,0,2,2,1,0,MC,1300100,NA,NA,NA,NA,NA,NA,NA,NA,Owned.101-150K,Owned.2,Owned
113,Owned free and clear,>150K,1,2+,0,2,2,1,0,MC,1300100,NA,NA,NA,NA,NA,NA,NA,NA,Owned.>150K,Owned.2,Owned
114,Owned with mortgage or loan,101-150K,0,2+,0,2,2,0,0,MC,1300100,NA,NA,NA,NA,NA,NA,NA,NA,Owned.101-150K,Owned.2,Owned
115,Owned with mortgage or loan,>150K,3+,2+,0,6+,7,3,0,MC,1300100,NA,NA,NA,NA,NA,NA,NA,NA,Owned.>150K,Owned.6+,Owned
116,Owned with mortgage or loan,101-150K,1,2+,0,3,3,1,0,MC,1300100,NA,NA,NA,NA,NA,NA,NA,NA,Owned.101-150K,Owned.3,Owned
117,Owned with mortgage or loan,>150K,2,2+,2+,4,4,2,2,MC,1300100,NA,NA,NA,NA,NA,NA,NA,NA,Owned.>150K,Owned.4,Owned
118,Owned free and clear,51-75K,1,1,0,2,2,1,0,MC,1300100,NA,NA,NA,NA,NA,NA,NA,NA,Owned.51-75K,Owned.2,Owned
119,Owned with mortgage or loan,>150K,0,0,0,2,2,0,0,MC,1300100,NA,NA,NA,NA,NA,NA,NA,NA,Owned.>150K,Owned.2,Owned
120,Owned with mortgage or loan,>150K,3+,2+,1,5,5,4,1,MC,1300100,NA,NA,NA,NA,NA,NA,NA,NA,Owned.>150K,Owned.5,Owned
121,Owned with mortgage or loan,76-100K,2,2+,0,2,2,2,0,MC,1300100,NA,NA,NA,NA,NA,NA,NA,NA,Owned.76-100K,Owned.2,Owned
122,Owned with mortgage or loan,>150K,0,1,0,2,2,0,0,MC,1300100,NA,NA,NA,NA,NA,NA,NA,NA,Owned.>150K,Owned.2,Owned
123,Owned with mortgage or loan,76-100K,3+,2+,0,4,4,3,0,MC,1300100,NA,NA,NA,NA,NA,NA,NA,NA,Owned.76-100K,Owned.4,Owned
124,Owned with mortgage or loan,101-150K,3+,2+,0,4,4,3,0,MC,1300100,NA,NA,NA,NA,NA,NA,NA,NA,Owned.101-150K,Owned.4,Owned
125,Owned with mortgage or loan,101-150K,1,2+,0,2,2,1,0,MC,1300100,NA,NA,NA,NA,NA,NA,NA,NA,Owned.101-150K,Owned.2,Owned
126,Owned free and clear,51-75K,1,2+,0,2,2,1,0,MC,1300100,NA,NA,NA,NA,NA,NA,NA,NA,Owned.51-75K,Owned.2,Owned
127,Owned free and clear,51-75K,2,2+,0,2,2,2,0,MC,1300100,NA,NA,NA,NA,NA,NA,NA,NA,Owned.51-75K,Owned.2,Owned
128,Owned with mortgage or loan,76-100K,2,2+,0,2,2,2,0,MC,1300100,NA,NA,NA,NA,NA,NA,NA,NA,Owned.76-100K,Owned.2,Owned
129,Owned free and clear,76-100K,3+,2+,0,4,4,3,0,MC,1300100,NA,NA,NA,NA,NA,NA,NA,NA,Owned.76-100K,Owned.4,Owned
130,Owned with mortgage or loan,101-150K,2,2+,0,3,3,2,0,MC,1300100,NA,NA,NA,NA,NA,NA,NA,NA,Owned.101-150K,Owned.3,Owned
131,Rented,76-100K,3+,2+,0,5,5,3,0,MC,1300100,NA,NA,NA,NA,NA,NA,NA,NA,Rented.76-100K,Rented.5,Rented
132,Owned with mortgage or loan,76-100K,2,2+,2+,4,4,2,2,MC,1300100,NA,NA,NA,NA,NA,NA,NA,NA,Owned.76-100K,Owned.4,Owned
133,Owned with mortgage or loan,51-75K,0,2+,0,2,2,0,0,MC,1300100,NA,NA,NA,NA,NA,NA,NA,NA,Owned.51-75K,Owned.2,Owned
134,Owned free and clear,>150K,3+,2+,1,4,4,3,1,MC,1300100,NA,NA,NA,NA,NA,NA,NA,NA,Owned.>150K,Owned.4,Owned
135,Owned with mortgage or loan,51-75K,1,2+,1,3,3,1,1,MC,1300100,NA,NA,NA,NA,NA,NA,NA,NA,Owned.51-75K,Owned.3,Owned
136,Owned with mortgage or loan,>150K,1,1,0,2,2,1,0,MC,1300100,NA,NA,NA,NA,NA,NA,NA,NA,Owned.>150K,Owned.2,Owned
137,Rented,51-75K,2,1,0,2,2,2,0,MC,1300100,NA,NA,NA,NA,NA,NA,NA,NA,Rented.51-75K,Rented.2,Rented
138,Owned with mortgage or loan,51-75K,0,2+,0,5,5,0,0,MC,1300100,NA,NA,NA,NA,NA,NA,NA,NA,Owned.51-75K,Owned.5,Owned
139,Rented,1-25K,2,1,3+,6+,8,2,4,MC,1300100,NA,NA,NA,NA,NA,NA,NA,NA,Rented.<25K,Rented.6+,Rented
140,Rented,76-100K,2,2+,2+,4,4,2,2,MC,1300100,NA,NA,NA,NA,NA,NA,NA,NA,Rented.76-100K,Rented.4,Rented
141,Owned free and clear,1-25K,0,2+,0,2,2,0,0,MC,1300100,NA,NA,NA,NA,NA,NA,NA,NA,Owned.<25K,Owned.2,Owned
142,Rented,51-75K,2,1,0,2,2,2,0,MC,1300100,NA,NA,NA,NA,NA,NA,NA,NA,Rented.51-75K,Rented.2,Rented
143,Owned free and clear,51-75K,2,2+,0,4,4,2,0,MC,1300100,NA,NA,NA,NA,NA,NA,NA,NA,Owned.51-75K,Owned.4,Owned
144,Rented,76-100K,3+,1,3+,6+,7,3,4,MC,1300100,NA,NA,NA,NA,NA,NA,NA,NA,Rented.76-100K,Rented.6+,Rented
145,Owned with mortgage or loan,51-75K,1,2+,2+,4,4,1,2,MC,1300100,NA,NA,NA,NA,NA,NA,NA,NA,Owned.51-75K,Owned.4,Owned
146,Owned free and clear,>150K,0,2+,0,2,2,0,0,MC,1300100,NA,NA,NA,NA,NA,NA,NA,NA,Owned.>150K,Owned.2,Owned
147,Owned with mortgage or loan,26-50K,1,1,0,3,3,1,0,MC,1300100,NA,NA,NA,NA,NA,NA,NA,NA,Owned.26-50K,Owned.3,Owned
148,Owned free and clear,26-50K,1,2+,0,3,3,1,0,MC,1300100,NA,NA,NA,NA,NA,NA,NA,NA,Owned.26-50K,Owned.3,Owned
149,Owned free and clear,101-150K,1,2+,0,2,2,1,0,MC,1300100,NA,NA,NA,NA,NA,NA,NA,NA,Owned.101-150K,Owned.2,Owned
150,Rented,51-75K,2,2+,0,2,2,2,0,MC,1300100,NA,NA,NA,NA,NA,NA,NA,NA,Rented.51-75K,Rented.2,Rented
151,Owned with mortgage or loan,76-100K,2,2+,0,3,3,2,0,MC,1300100,NA,NA,NA,NA,NA,NA,NA,NA,Owned.76-100K,Owned.3,Owned
152,Owned with mortgage or loan,101-150K,3+,2+,0,4,4,3,0,MC,1300100,NA,NA,NA,NA,NA,NA,NA,NA,Owned.101-150K,Owned.4,Owned
153,Rented,76-100K,2,2+,1,4,4,2,1,MC,1300100,NA,NA,NA,NA,NA,NA,NA,NA,Rented.76-100K,Rented.4,Rented
154,Owned with mortgage or loan,26-50K,0,1,0,2,2,0,0,MC,1300100,NA,NA,NA,NA,NA,NA,NA,NA,Owned.26-50K,Owned.2,Owned
155,Owned with mortgage or loan,51-75K,2,2+,0,2,2,2,0,MC,1300100,NA,NA,NA,NA,NA,NA,NA,NA,Owned.51-75K,Owned.2,Owned
156,Owned free and clear,>150K,0,2+,0,2,2,0,0,MC,1300100,NA,NA,NA,NA,NA,NA,NA,NA,Owned.>150K,Owned.2,Owned
157,Owned with mortgage or loan,>150K,2,1,0,2,2,2,0,MC,1300100,NA,NA,NA,NA,NA,NA,NA,NA,Owned.>150K,Owned.2,Owned
158,Owned with mortgage or loan,51-75K,1,2+,2+,4,4,1,2,MC,1300100,NA,NA,NA,NA,NA,NA,NA,NA,Owned.51-75K,Owned.4,Owned
159,Owned with mortgage or loan,76-100K,2,2+,0,2,2,2,0,MC,1300100,NA,NA,NA,NA,NA,NA,NA,NA,Owned.76-100K,Owned.2,Owned
160,Owned with mortgage or loan,51-75K,1,2+,0,3,3,1,0,MC,1300100,NA,NA,NA,NA,NA,NA,NA,NA,Owned.51-75K,Owned.3,Owned
161,Owned free and clear,1-25K,2,2+,0,4,4,2,0,MC,1300100,NA,NA,NA,NA,NA,NA,NA,NA,Owned.<25K,Owned.4,Owned
162,Owned free and clear,51-75K,1,2+,0,2,2,1,0,MC,1300100,NA,NA,NA,NA,NA,NA,NA,NA,Owned.51-75K,Owned.2,Owned
163,Owned free and clear,51-75K,1,2+,1,3,3,1,1,MC,1300100,NA,NA,NA,NA,NA,NA,NA,NA,Owned.51-75K,Owned.3,Owned
164,Owned with mortgage or loan,>150K,1,2+,0,2,2,1,0,MC,1300100,NA,NA,NA,NA,NA,NA,NA,NA,Owned.>150K,Owned.2,Owned
165,Owned with mortgage or loan,101-150K,2,2+,0,2,2,2,0,MC,1300100,NA,NA,NA,NA,NA,NA,NA,NA,Owned.101-150K,Owned.2,Owned
166,Rented,26-50K,1,2+,0,2,2,1,0,MC,1300100,NA,NA,NA,NA,NA,NA,NA,NA,Rented.26-50K,Rented.2,Rented
167,Owned free and clear,101-150K,0,2+,0,2,2,0,0,MC,1300100,NA,NA,NA,NA,NA,NA,NA,NA,Owned.101-150K,Owned.2,Owned
168,Owned with mortgage or loan,>150K,2,2+,0,2,2,2,0,MC,1300100,NA,NA,NA,NA,NA,NA,NA,NA,Owned.>150K,Owned.2,Owned
169,Owned free and clear,76-100K,2,2+,1,3,3,2,1,MC,1300100,NA,NA,NA,NA,NA,NA,NA,NA,Owned.76-100K,Owned.3,Owned
