HHID,tenur,hhinc,nwork,ncars,nchil,hhsiz,true_hhsiz,true_nwork,true_nchil,hhtype,puma,i_age,i_sex,race_,i_eth,i_inc,emply,indus,edu_q,tenur_prox,geoid
63,Owned with mortgage or loan,76-100K,2,2+,0,3,3,2,0,MC,2503302,NA,NA,NA,NA,NA,NA,NA,NA,Owned,250250701018
64,Owned with mortgage or loan,>150K,2,2+,0,2,2,2,0,MC,2503302,NA,NA,NA,NA,NA,NA,NA,NA,Owned,250250201011
65,Rented,1-25K,2,0,2+,4,4,2,2,MC,2503302,NA,NA,NA,NA,NA,NA,NA,NA,Rented,250250403005
66,Owned free and clear,>150K,2,1,0,2,2,2,0,MC,2503302,NA,NA,NA,NA,NA,NA,NA,NA,Owned,250250510001
67,Rented,76-100K,1,2+,0,3,3,1,0,MC,2503302,NA,NA,NA,NA,NA,NA,NA,NA,Rented,250250501012
68,Owned with mortgage or loan,>150K,2,2+,0,2,2,2,0,MC,2503302,NA,NA,NA,NA,NA,NA,NA,NA,Owned,250250408013
69,Owned free and clear,>150K,2,1,2+,6+,7,2,2,MC,2503302,NA,NA,NA,NA,NA,NA,NA,NA,Owned,250250404011
70,Rented,1-25K,2,1,0,5,5,2,0,MC,2503302,NA,NA,NA,NA,NA,NA,NA,NA,Rented,250250511012
71,Rented,26-50K,0,0,0,2,2,0,0,MC,2503302,NA,NA,NA,NA,NA,NA,NA,NA,Rented,250250709002
72,Owned with mortgage or loan,76-100K,1,1,0,2,2,1,0,MC,2503302,NA,NA,NA,NA,NA,NA,NA,NA,Owned,250250510003
73,Rented,1-25K,1,1,3+,6+,7,1,3,MC,2503302,NA,NA,NA,NA,NA,NA,NA,NA,Rented,250250501011
74,Rented,51-75K,2,2+,1,3,3,2,1,MC,2503302,NA,NA,NA,NA,NA,NA,NA,NA,Rented,250250402002
75,Rented,1-25K,1,0,2+,4,4,1,2,MC,2503302,NA,NA,NA,NA,NA,NA,NA,NA,Rented,250250403001
76,Rented,51-75K,2,1,2+,4,4,2,2,MC,2503302,NA,NA,NA,NA,NA,NA,NA,NA,Rented,250250503002
77,Owned with mortgage or loan,>150K,2,2+,0,2,2,2,0,MC,2503302,NA,NA,NA,NA,NA,NA,NA,NA,Owned,250250202003
78,Owned free and clear,>150K,1,1,0,2,2,1,0,MC,2503302,NA,NA,NA,NA,NA,NA,NA,NA,Owned,250250303002
79,Rented,51-75K,1,0,0,2,2,1,0,MC,2503302,NA,NA,NA,NA,NA,NA,NA,NA,Rented,250250108022
80,Rented,>150K,2,1,1,3,3,2,1,MC,2503302,NA,NA,NA,NA,NA,NA,NA,NA,Rented,250250203031
81,Owned free and clear,>150K,2,2+,0,2,2,2,0,MC,2503302,NA,NA,NA,NA,NA,NA,NA,NA,Owned,250250403004
82,Rented,26-50K,2,1,2+,4,4,2,2,MC,2503302,NA,NA,NA,NA,NA,NA,NA,NA,Rented,250250402002
83,Owned free and clear,76-100K,1,1,0,2,2,1,0,MC,2503302,NA,NA,NA,NA,NA,NA,NA,NA,Owned,250250505001
84,Owned free and clear,1-25K,1,1,0,2,2,1,0,MC,2503302,NA,NA,NA,NA,NA,NA,NA,NA,Owned,250250107021
85,Owned with mortgage or loan,>150K,2,2+,0,2,2,2,0,MC,2503302,NA,NA,NA,NA,NA,NA,NA,NA,Owned,250250401001
86,Rented,>150K,1,1,2+,4,4,1,2,MC,2503302,NA,NA,NA,NA,NA,NA,NA,NA,Rented,250250402001
87,Owned with mortgage or loan,>150K,2,1,1,3,3,2,1,MC,2503302,NA,NA,NA,NA,NA,NA,NA,NA,Owned,250250303001
88,Rented,51-75K,2,2+,0,6+,7,2,0,MC,2503302,NA,NA,NA,NA,NA,NA,NA,NA,Rented,250250501013
89,Owned with mortgage or loan,101-150K,2,1,0,2,2,2,0,MC,2503302,NA,NA,NA,NA,NA,NA,NA,NA,Owned,250250503001
90,Owned with mortgage or loan,>150K,0,1,0,2,2,0,0,MC,2503302,NA,NA,NA,NA,NA,NA,NA,NA,Owned,250250106001
91,Owned free and clear,>150K,1,1,0,2,2,1,0,MC,2503302,NA,NA,NA,NA,NA,NA,NA,NA,Owned,250250201013
92,Owned with mortgage or loan,101-150K,2,1,0,4,4,2,0,MC,2503302,NA,NA,NA,NA,NA,NA,NA,NA,Owned,250250305002
93,Rented,1-25K,2,0,1,5,5,2,1,MC,2503302,NA,NA,NA,NA,NA,NA,NA,NA,Rented,250250505001
94,Owned with mortgage or loan,>150K,2,1,2+,6+,8,2,2,MC,2503302,NA,NA,NA,NA,NA,NA,NA,NA,Owned,250250507002
95,Owned with mortgage or loan,>150K,2,2+,3+,5,5,2,3,MC,2503302,NA,NA,NA,NA,NA,NA,NA,NA,Owned,250250401001
96,Owned with mortgage or loan,101-150K,2,1,1,3,3,2,1,MC,2503302,NA,NA,NA,NA,NA,NA,NA,NA,Owned,250250703004
97,Rented,101-150K,2,1,1,3,3,2,1,MC,2503302,NA,NA,NA,NA,NA,NA,NA,NA,Rented,250250406002
98,Rented,26-50K,0,1,0,2,2,0,0,MC,2503302,NA,NA,NA,NA,NA,NA,NA,NA,Rented,250250512002
99,Rented,26-50K,2,1,1,4,4,2,1,MC,2503302,NA,NA,NA,NA,NA,NA,NA,NA,Rented,250250507003
100,Owned with mortgage or loan,>150K,1,1,0,2,2,1,0,MC,2503302,NA,NA,NA,NA,NA,NA,NA,NA,Owned,250250108011
101,Rented,51-75K,2,0,2+,4,4,2,2,MC,2503302,NA,NA,NA,NA,NA,NA,NA,NA,Rented,250250503002
102,Owned with mortgage or loan,>150K,2,0,0,2,2,2,0,MC,2503302,NA,NA,NA,NA,NA,NA,NA,NA,Owned,250250708003
103,Rented,>150K,2,0,0,2,2,2,0,MC,2503302,NA,NA,NA,NA,NA,NA,NA,NA,Rented,250250107012
104,Rented,>150K,2,0,0,2,2,2,0,MC,2503302,NA,NA,NA,NA,NA,NA,NA,NA,Rented,250250203032
105,Rented,76-100K,2,1,0,2,2,2,0,MC,2503302,NA,NA,NA,NA,NA,NA,NA,NA,Rented,250250107013
106,Owned with mortgage or loan,>150K,2,1,1,3,3,2,1,MC,2503302,NA,NA,NA,NA,NA,NA,NA,NA,Owned,250250701011
107,Owned with mortgage or loan,>150K,2,0,0,2,2,2,0,MC,2503302,NA,NA,NA,NA,NA,NA,NA,NA,Owned,250250705001
108,Owned with mortgage or loan,76-100K,0,1,0,2,2,0,0,MC,2503302,NA,NA,NA,NA,NA,NA,NA,NA,Owned,250250501012
109,Rented,1-25K,1,1,3+,6+,8,1,3,MC,2503302,NA,NA,NA,NA,NA,NA,NA,NA,Rented,250250511011
110,Rented,>150K,2,2+,0,2,2,2,0,MC,2503302,NA,NA,NA,NA,NA,NA,NA,NA,Rented,250259813002
111,Owned with mortgage or loan,101-150K,2,1,0,3,3,2,0,MC,2503302,NA,NA,NA,NA,NA,NA,NA,NA,Owned,250250401001
112,Owned with mortgage or loan,101-150K,2,2+,0,4,4,2,0,MC,2503302,NA,NA,NA,NA,NA,NA,NA,NA,Owned,250250108021
113,Rented,1-25K,2,0,0,2,2,2,0,MC,2503302,NA,NA,NA,NA,NA,NA,NA,NA,Rented,250250712011
114,Owned free and clear,>150K,2,1,0,2,2,2,0,MC,2503302,NA,NA,NA,NA,NA,NA,NA,NA,Owned,250259813002
115,Owned free and clear,>150K,3+,1,2+,6+,8,4,2,MC,2503302,NA,NA,NA,NA,NA,NA,NA,NA,Owned,250250202003
116,Owned with mortgage or loan,26-50K,2,2+,2+,5,5,2,2,MC,2503302,NA,NA,NA,NA,NA,NA,NA,NA,Owned,250250403002
117,Owned with mortgage or loan,>150K,2,2+,2+,4,4,2,2,MC,2503302,NA,NA,NA,NA,NA,NA,NA,NA,Owned,250250705001
118,Owned with mortgage or loan,>150K,2,1,0,2,2,2,0,MC,2503302,NA,NA,NA,NA,NA,NA,NA,NA,Owned,250250509012
119,Owned free and clear,>150K,2,1,0,2,2,2,0,MC,2503302,NA,NA,NA,NA,NA,NA,NA,NA,Owned,250259813002
120,Owned with mortgage or loan,>150K,2,1,1,3,3,2,1,MC,2503302,NA,NA,NA,NA,NA,NA,NA,NA,Owned,250250706002
121,Rented,76-100K,2,1,1,3,3,2,1,MC,2503302,NA,NA,NA,NA,NA,NA,NA,NA,Rented,250250705001
122,Rented,1-25K,0,0,0,2,2,0,0,MC,2503302,NA,NA,NA,NA,NA,NA,NA,NA,Rented,250250706001
123,Rented,51-75K,2,0,0,2,2,2,0,MC,2503302,NA,NA,NA,NA,NA,NA,NA,NA,Rented,250250701012
124,Rented,51-75K,2,1,0,2,2,2,0,MC,2503302,NA,NA,NA,NA,NA,NA,NA,NA,Rented,250250106001
125,Rented,1-25K,2,1,0,2,2,2,0,MC,2503302,NA,NA,NA,NA,NA,NA,NA,NA,Rented,250250305002
126,Owned with mortgage or loan,>150K,2,2+,0,2,2,2,0,MC,2503302,NA,NA,NA,NA,NA,NA,NA,NA,Owned,250250404011
127,Owned with mortgage or loan,101-150K,0,1,0,2,2,0,0,MC,2503302,NA,NA,NA,NA,NA,NA,NA,NA,Owned,250250511012
128,Rented,51-75K,2,0,2+,4,4,2,2,MC,2503302,NA,NA,NA,NA,NA,NA,NA,NA,Rented,250250505001
129,Rented,>150K,2,1,3+,5,5,2,3,MC,2503302,NA,NA,NA,NA,NA,NA,NA,NA,Rented,250250511012
130,Rented,1-25K,0,0,0,2,2,0,0,MC,2503302,NA,NA,NA,NA,NA,NA,NA,NA,Rented,250250108013
131,Owned with mortgage or loan,51-75K,0,1,0,2,2,0,0,MC,2503302,NA,NA,NA,NA,NA,NA,NA,NA,Owned,250250711011
132,Owned with mortgage or loan,101-150K,0,1,0,2,2,0,0,MC,2503302,NA,NA,NA,NA,NA,NA,NA,NA,Owned,250250106001
133,Rented,101-150K,2,1,1,5,5,2,1,MC,2503302,NA,NA,NA,NA,NA,NA,NA,NA,Rented,250250403001
134,Rented,>150K,2,1,0,2,2,2,0,MC,2503302,NA,NA,NA,NA,NA,NA,NA,NA,Rented,250250408013
135,Rented,>150K,2,1,1,3,3,2,1,MC,2503302,NA,NA,NA,NA,NA,NA,NA,NA,Rented,250250201013
136,Owned with mortgage or loan,76-100K,1,1,0,2,2,1,0,MC,2503302,NA,NA,NA,NA,NA,NA,NA,NA,Owned,250250703004
137,Owned with mortgage or loan,76-100K,0,1,0,2,2,0,0,MC,2503302,NA,NA,NA,NA,NA,NA,NA,NA,Owned,250250705001
138,Owned with mortgage or loan,>150K,2,2+,1,3,3,2,1,MC,2503302,NA,NA,NA,NA,NA,NA,NA,NA,Owned,250250706001
139,Owned with mortgage or loan,101-150K,3+,2+,1,6+,8,4,1,MC,2503302,NA,NA,NA,NA,NA,NA,NA,NA,Owned,250250202003
140,Rented,101-150K,1,2+,0,2,2,1,0,MC,2503302,NA,NA,NA,NA,NA,NA,NA,NA,Rented,250259813002
141,Rented,26-50K,1,0,0,3,3,1,0,MC,2503302,NA,NA,NA,NA,NA,NA,NA,NA,Rented,250250301001
142,Rented,1-25K,2,0,1,3,3,2,1,MC,2503302,NA,NA,NA,NA,NA,NA,NA,NA,Rented,250250506001
143,Owned free and clear,>150K,2,1,0,2,2,2,0,MC,2503302,NA,NA,NA,NA,NA,NA,NA,NA,Owned,250250701011
144,Rented,>150K,2,0,0,2,2,2,0,MC,2503302,NA,NA,NA,NA,NA,NA,NA,NA,Rented,250259813002
145,Owned free and clear,>150K,0,0,0,2,2,0,0,MC,2503302,NA,NA,NA,NA,NA,NA,NA,NA,Owned,250250701014
146,Rented,1-25K,2,0,2+,4,4,2,2,MC,2503302,NA,NA,NA,NA,NA,NA,NA,NA,Rented,250250509013
147,Owned with mortgage or loan,>150K,2,1,0,2,2,2,0,MC,2503302,NA,NA,NA,NA,NA,NA,NA,NA,Owned,250250201011
148,Owned with mortgage or loan,>150K,2,1,0,4,4,2,0,MC,2503302,NA,NA,NA,NA,NA,NA,NA,NA,Owned,250250402001
149,Rented,1-25K,0,0,0,2,2,0,0,MC,2503302,NA,NA,NA,NA,NA,NA,NA,NA,Rented,250250203032
150,Rented,26-50K,1,1,3+,5,5,1,4,MC,2503302,NA,NA,NA,NA,NA,NA,NA,NA,Rented,250250511012
151,Owned with mortgage or loan,>150K,0,1,0,2,2,0,0,MC,2503302,NA,NA,NA,NA,NA,NA,NA,NA,Owned,250250201011
152,Owned with mortgage or loan,>150K,2,1,1,3,3,2,1,MC,2503302,NA,NA,NA,NA,NA,NA,NA,NA,Owned,250250108022
153,Rented,1-25K,1,0,2+,4,4,1,2,MC,2503302,NA,NA,NA,NA,NA,NA,NA,NA,Rented,250250404011
154,Owned free and clear,76-100K,1,1,0,2,2,1,0,MC,2503302,NA,NA,NA,NA,NA,NA,NA,NA,Owned,250250303001
155,Owned with mortgage or loan,>150K,2,1,1,3,3,2,1,MC,2503302,NA,NA,NA,NA,NA,NA,NA,NA,Owned,250250706001
156,Rented,>150K,3+,1,2+,6+,7,3,2,MC,2503302,NA,NA,NA,NA,NA,NA,NA,NA,Rented,250250502003
157,Rented,101-150K,2,2+,0,3,3,2,0,MC,2503302,NA,NA,NA,NA,NA,NA,NA,NA,Rented,250250501013
158,Rented,>150K,2,2+,1,3,3,2,1,MC,2503302,NA,NA,NA,NA,NA,NA,NA,NA,Rented,250250203021
159,Rented,101-150K,3+,0,0,4,4,3,0,MC,2503302,NA,NA,NA,NA,NA,NA,NA,NA,Rented,250250507001
160,Rented,51-75K,2,1,1,4,4,2,1,MC,2503302,NA,NA,NA,NA,NA,NA,NA,NA,Rented,250250507003
161,Rented,>150K,3+,2+,0,4,4,3,0,MC,2503302,NA,NA,NA,NA,NA,NA,NA,NA,Rented,250250303004
162,Rented,101-150K,3+,1,1,4,4,3,1,MC,2503302,NA,NA,NA,NA,NA,NA,NA,NA,Rented,250250511013
163,Rented,26-50K,1,0,2+,4,4,1,2,MC,2503302,NA,NA,NA,NA,NA,NA,NA,NA,Rented,250250105003
164,Rented,26-50K,1,0,2+,4,4,1,2,MC,2503302,NA,NA,NA,NA,NA,NA,NA,NA,Rented,250250503002
165,Rented,26-50K,1,1,2+,4,4,1,2,MC,2503302,NA,NA,NA,NA,NA,NA,NA,NA,Rented,250250402001
166,Owned with mortgage or loan,>150K,2,2+,0,2,2,2,0,MC,2503302,NA,NA,NA,NA,NA,NA,NA,NA,Owned,250250712011
167,Rented,51-75K,2,1,0,2,2,2,0,MC,2503302,NA,NA,NA,NA,NA,NA,NA,NA,Rented,250250203021
168,Owned with mortgage or loan,101-150K,2,1,0,2,2,2,0,MC,2503302,NA,NA,NA,NA,NA,NA,NA,NA,Owned,250250703003
169,Owned free and clear,>150K,2,1,2+,4,4,2,2,MC,2503302,NA,NA,NA,NA,NA,NA,NA,NA,Owned,250250709001
170,Rented,26-50K,0,0,0,2,2,0,0,MC,2503302,NA,NA,NA,NA,NA,NA,NA,NA,Rented,250250706001
171,Owned with mortgage or loan,>150K,2,2+,0,2,2,2,0,MC,2503302,NA,NA,NA,NA,NA,NA,NA,NA,Owned,250250701011
172,Rented,>150K,2,1,1,3,3,2,1,MC,2503302,NA,NA,NA,NA,NA,NA,NA,NA,Rented,250259813002
173,Rented,101-150K,2,1,1,3,3,2,1,MC,2503302,NA,NA,NA,NA,NA,NA,NA,NA,Rented,250250510001
174,Rented,>150K,2,1,0,2,2,2,0,MC,2503302,NA,NA,NA,NA,NA,NA,NA,NA,Rented,250250305002
175,Rented,1-25K,1,0,0,2,2,1,0,MC,2503302,NA,NA,NA,NA,NA,NA,NA,NA,Rented,250250303001
176,Rented,26-50K,2,1,0,2,2,2,0,MC,2503302,NA,NA,NA,NA,NA,NA,NA,NA,Rented,250250703002
177,Owned free and clear,101-150K,1,1,0,2,2,1,0,MC,2503302,NA,NA,NA,NA,NA,NA,NA,NA,Owned,250250703002
178,Rented,>150K,2,1,1,3,3,2,1,MC,2503302,NA,NA,NA,NA,NA,NA,NA,NA,Rented,250250203031
179,Owned with mortgage or loan,101-150K,2,2+,0,3,3,2,0,MC,2503302,NA,NA,NA,NA,NA,NA,NA,NA,Owned,250250701012
180,Rented,101-150K,2,1,2+,4,4,2,2,MC,2503302,NA,NA,NA,NA,NA,NA,NA,NA,Rented,250250507003
181,Rented,1-25K,0,0,0,2,2,0,0,MC,2503302,NA,NA,NA,NA,NA,NA,NA,NA,Rented,250250712012
182,Rented,>150K,2,1,0,2,2,2,0,MC,2503302,NA,NA,NA,NA,NA,NA,NA,NA,Rented,250250701014
183,Owned free and clear,>150K,2,2+,0,2,2,2,0,MC,2503302,NA,NA,NA,NA,NA,NA,NA,NA,Owned,250250701015
184,Owned with mortgage or loan,1-25K,1,1,2+,4,4,1,2,MC,2503302,NA,NA,NA,NA,NA,NA,NA,NA,Owned,250250303001
185,Owned with mortgage or loan,>150K,2,1,1,3,3,2,1,MC,2503302,NA,NA,NA,NA,NA,NA,NA,NA,Owned,250250401002
186,Rented,>150K,1,1,0,2,2,1,0,MC,2503302,NA,NA,NA,NA,NA,NA,NA,NA,Rented,250250401001
187,Owned with mortgage or loan,>150K,2,2+,0,2,2,2,0,MC,2503302,NA,NA,NA,NA,NA,NA,NA,NA,Owned,250250512003
188,Rented,51-75K,2,1,3+,6+,8,2,4,MC,2503302,NA,NA,NA,NA,NA,NA,NA,NA,Rented,250250506001
189,Owned free and clear,76-100K,2,1,0,2,2,2,0,MC,2503302,NA,NA,NA,NA,NA,NA,NA,NA,Owned,250250107021
190,Rented,76-100K,1,0,0,2,2,1,0,MC,2503302,NA,NA,NA,NA,NA,NA,NA,NA,Rented,250250701017
191,Rented,26-50K,1,1,2+,4,4,1,2,MC,2503302,NA,NA,NA,NA,NA,NA,NA,NA,Rented,250250201011
192,Rented,26-50K,0,0,0,2,2,0,0,MC,2503302,NA,NA,NA,NA,NA,NA,NA,NA,Rented,250250703001
193,Owned with mortgage or loan,>150K,1,0,0,2,2,1,0,MC,2503302,NA,NA,NA,NA,NA,NA,NA,NA,Owned,250250707002
194,Owned with mortgage or loan,>150K,2,1,0,2,2,2,0,MC,2503302,NA,NA,NA,NA,NA,NA,NA,NA,Owned,250250709001
195,Owned free and clear,>150K,1,2+,2+,4,4,1,2,MC,2503302,NA,NA,NA,NA,NA,NA,NA,NA,Owned,250259813002
196,Owned with mortgage or loan,>150K,2,1,0,2,2,2,0,MC,2503302,NA,NA,NA,NA,NA,NA,NA,NA,Owned,250250406002
197,Owned free and clear,>150K,2,2+,0,3,3,2,0,MC,2503302,NA,NA,NA,NA,NA,NA,NA,NA,Owned,250250303003
198,Owned with mortgage or loan,>150K,1,1,0,2,2,1,0,MC,2503302,NA,NA,NA,NA,NA,NA,NA,NA,Owned,250250408013
199,Rented,101-150K,2,1,2+,4,4,2,2,MC,2503302,NA,NA,NA,NA,NA,NA,NA,NA,Rented,250250507001
200,Rented,26-50K,2,1,0,3,3,2,0,MC,2503302,NA,NA,NA,NA,NA,NA,NA,NA,Rented,250250203033
201,Rented,26-50K,2,1,0,2,2,2,0,MC,2503302,NA,NA,NA,NA,NA,NA,NA,NA,Rented,250250708002
